contract_id,contract_reg_type_id,contract_reg_type_en,contract_start_date,contract_end_date,contract_amount,annual_amount,no_of_prop,line_number,is_free_hold,ejari_bus_property_type_id,ejari_bus_property_type_en,ejari_property_type_id,ejari_property_type_en,ejari_property_sub_type_id,ejari_property_sub_type_en,property_usage_en,project_number,project_name_en,master_project_en,area_id,area_name_en,actual_area,nearest_landmark_en,nearest_metro_en,nearest_mall_en,tenant_type_id,tenant_type_en
CRT1052563306,2,Renew,28-07-2019,27-07-2020,53000,53000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,142.0,SEASONS COMMUNITY- AUTUMN,Jumeirah Village Circle,441,Al Barsha South Fourth,87.0,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1.0,Person
CNT689773865,1,New,30-08-2017,29-08-2018,60000,60000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,TECOM Site C,443,Al Thanyah First,51.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT554692919,2,Renew,01-01-2017,31-12-2017,95000,95000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,278,Mankhool,1100.0,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,2.0,Authority
CNT1183206288,2,Renew,14-01-2020,13-01-2021,18635,18635,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,Silicon Oasis,484,Nadd Hessa,52.0,IMG World Adventures,,City Centre Mirdif,2.0,Authority
CNT337861804,1,New,25-07-2015,24-07-2016,55000,55000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,305,Al Qusais First,550.0,Dubai International Airport,Al Nahda Metro Station,City Centre Mirdif,2.0,Authority
CNT1442593440,2,Renew,01-02-2021,31-01-2022,1800000,1800000,80,54,0,2,Unit,24.0,Hotel,521.0,Hotel,Tourist origin,,,,362,Naif,26.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT283999806,1,New,01-01-2015,31-12-2015,66000,66000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,234,Hor Al Anz East,1678.0,Dubai International Airport,Al Qiyadah Metro Station,City Centre Mirdif,2.0,Authority
CNT1372077911,1,New,18-12-2020,17-12-2021,75600,75600,2,2,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,1.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT2077504296,1,New,22-03-2023,21-03-2024,75000,75000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,The Greens,351,Al Thanyah Third,85.0,Burj Al Arab,Dubai Internet City,Marina Mall,1.0,Person
CRT1845346226,2,Renew,01-01-2022,31-12-2022,38000,38000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,230,Abu Hail,20.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,,2.0,Authority
CRT888115666,1,New,16-11-2018,01-12-2019,160000,153191,1,1,1,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,Springs - 1,352,Al Thanayah Fourth,334.0,Sports City Swimming Academy,Damac Properties,Marina Mall,1.0,Person
CRT739366516,2,Renew,06-12-2017,05-12-2018,200000,200000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,,,Motor City,444,Al Hebiah First,400.0,Motor City,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT102863692,2,Renew,31-10-2012,30-10-2013,52000,52000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,100.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT1645143197,1,New,05-10-2021,04-11-2022,40000,40000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,368,Al Barsha First,590.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT293951523,2,Renew,05-10-2014,04-04-2016,71500,47667,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,244,Al Murqabat,0.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT2090556913,2,Renew,15-06-2023,14-06-2024,32760,32760,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Dubai Marina,330,Marsa Dubai,31.0,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1.0,Person
CNT649871834,1,New,01-05-2017,10-02-2018,91200,116959,95,50,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,26.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT729182553,2,Renew,01-12-2017,30-11-2018,70000,70000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,271,Al Karama,85.0,Dubai International Airport,Burjuman Metro Station,Dubai Mall,1.0,Person
CRT244669096,1,New,12-09-2014,11-09-2015,56000,56000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,92.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT480874784,1,New,04-07-2016,03-07-2017,76000,76000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,269,Al Hamriya,138.0,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT2993063,1,New,01-04-2012,31-03-2013,74000,74000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,234,Hor Al Anz East,149.0,Dubai International Airport,Al Qiyadah Metro Station,City Centre Mirdif,1.0,Person
CNT1998644921,1,New,14-10-2022,13-10-2023,43000,43000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,372,Al Goze Industrial Second,79.0,Downtown Dubai,Noor Bank Metro Station,Mall of the Emirates,2.0,Authority
CNT508990575,2,Renew,01-01-2017,31-12-2017,126500,126500,1,1,0,2,Unit,7.0,Warehouse,14.0,Workshop,Industrial / Commercial,,,,308,Al Goze Industrial First,398.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,1.0,Person
CRT840269076,2,Renew,19-08-2018,18-08-2019,167000,167000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Dubai Marina,330,Marsa Dubai,134.0,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1.0,Person
CRT2086697756,1,New,12-07-2023,11-07-2024,30250,30250,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,1738.0,CANDACE ASTER HOTEL APARTMENTS,Al Furjan,445,Jabal Ali First,36.0,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1.0,Person
CNT495284038,2,Renew,01-10-2016,30-09-2017,47000,47000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,362,Naif,58.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,1.0,Person
CNT1870511966,1,New,24-01-2022,23-01-2023,27000,27000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,249,Al Muteena,245.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT287074088,2,Renew,01-01-2015,31-12-2015,30242,30242,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,358,Al Twar First,24.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,1.0,Person
CNT611439982,1,New,01-02-2017,31-01-2018,120000,120000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,242,Al Ras,75.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,2.0,Authority
CNT854262773,1,New,10-10-2018,09-10-2019,48000,48000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,305,Al Qusais First,102.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,1.0,Person
CNT134144417,1,New,01-04-2013,31-12-2013,285120,380160,33,26,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,372,Al Goze Industrial Second,15.0,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2.0,Authority
CNT1381332245,2,Renew,15-02-2021,14-02-2022,95000,95000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,240,Port Saeed,186.0,Dubai International Airport,GGICO Metro Station,City Centre Mirdif,1.0,Person
CNT185435771,2,Renew,01-01-2014,31-12-2014,90000,90000,1,1,0,4,Villa,19.0,Complex Villas,3.0,3 bed rooms+hall,Residential,,,,232,Mirdif,157.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT1325873818,2,Renew,01-10-2020,14-11-2021,130000,130000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,357,Al Qusais Second,170.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,2.0,Authority
CNT1625404638,2,Renew,01-09-2021,31-08-2022,155000,155000,1,1,0,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,313,Al Saffa First,1.0,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1.0,Person
CNT679097151,1,New,01-08-2017,31-07-2018,550000,550000,11,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,297,Al Warqa First,100.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CRT2043340414,2,Renew,01-12-2022,30-11-2023,30000,30000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,794.0,SKY COURTS,Residential Complex,467,Wadi Al Safa 5,78.0,IMG World Adventures,,,1.0,Person
CNT105349461,1,New,01-07-2012,30-06-2013,50000,50000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,276,Al Bada,51.0,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,1.0,Person
CRT1820768086,1,New,14-01-2022,13-01-2023,52000,52000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,817.0,MARINA PINNACLE,Dubai Marina,330,Marsa Dubai,71.0,Burj Al Arab,Mina Seyahi,Marina Mall,1.0,Person
CRT358196906,2,Renew,21-08-2015,20-08-2016,95000,95000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1178.0,CHURCHILL TOWER,Business Bay,526,Business Bay,90.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT130811715,2,Renew,01-06-2013,31-05-2014,90000,90000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,244,Al Murqabat,192.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT2081048836,1,New,15-03-2023,14-03-2024,408000,408000,20,11,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,347,Al Goze Third,15.0,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,2.0,Authority
CNT468513404,2,Renew,22-06-2016,21-06-2017,128000,128000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,368,Al Barsha First,137.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT351358677,2,Renew,15-09-2015,14-09-2016,106260,106260,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,TECOM Site C,443,Al Thanyah First,149.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CRT570071956,1,New,17-12-2016,16-12-2017,78000,78000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,1317.0,PALM VIEWS - WEST,Palm Jumeirah,410,Palm Jumeirah,47.0,Burj Al Arab,Palm Jumeirah,Marina Mall,1.0,Person
CNT1901720402,1,New,05-05-2022,04-07-2023,52000,52000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,267,Al Raffa,69.0,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT224395640,2,Renew,01-07-2014,30-06-2015,39000,39000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,355,Al Nahda First,104.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CRT1492595496,1,New,19-06-2021,18-06-2022,44000,44000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1776.0,Studio One,Dubai Marina,330,Marsa Dubai,55.0,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2.0,Authority
CNT400742670,2,Renew,21-02-2016,20-02-2017,57115,57115,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,372,Al Goze Industrial Second,112.0,Downtown Dubai,Noor Bank Metro Station,Mall of the Emirates,1.0,Person
CNT1693673594,1,New,25-11-2021,24-11-2022,50000,50000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,232,Mirdif,109.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT1151180886,1,New,20-12-2019,19-12-2020,74000,74000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,632.0,TIFFANY TOWERS,Jumeirah Lakes Towers,350,Al Thanyah Fifth,111.0,Burj Al Arab,Damac Properties,Marina Mall,2.0,Authority
CNT1770947916,1,New,14-11-2021,13-11-2022,25000,25000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Discovery Gardens,445,Jabal Ali First,51.0,,,,1.0,Person
CNT200496549,2,Renew,28-02-2014,27-02-2015,36300,36300,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,239,Al Baraha,66.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT1133361350,1,New,15-11-2019,14-11-2020,1346400,1346400,102,70,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,Dubai Investment Park Second,459,Dubai Investment Park Second,15.0,Expo 2020 Site,,,2.0,Authority
CRT2002587007,1,New,02-10-2022,01-10-2023,380000,380000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1462.0,BURJ KHALIFA TOWERS,Burj Khalifa,390,Burj Khalifa,191.0,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT1894368855,2,Renew,01-06-2022,31-05-2023,26000,26000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Silicon Oasis,484,Nadd Hessa,46.0,IMG World Adventures,,,1.0,Person
CRT1183360456,1,New,01-03-2020,28-02-2021,95000,95000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,1793.0,REEM-MIRA COMMUNITY PH 2,,506,Al Yelayiss 1,289.0,Dubai Cycling Course,,,1.0,Person
CNT2084862469,2,Renew,01-07-2023,30-06-2024,44100,44100,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,298,Al Warqa Third,25.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT2084047106,1,New,21-06-2021,19-09-2026,19300000,3860000,111,9,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Jumeirah Village Circle,441,Al Barsha South Fourth,73.0,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2.0,Authority
CNT182563592,2,Renew,01-01-2014,31-12-2014,68000,68000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,388,Oud Metha,91.0,Burj Khalifa,Oud Metha Metro Station,Dubai Mall,1.0,Person
CNT100427300,1,New,01-01-2012,31-12-2012,32000,32000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,320,Al Qusais Industrial Second,49.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,1.0,Person
CNT1828682232,1,New,25-01-2022,24-01-2023,38000,38000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,355,Al Nahda First,105.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT1317433778,1,New,01-11-2020,31-10-2021,28000,28000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,269,Al Hamriya,0.0,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT194923546,1,New,01-02-2014,31-01-2015,36000,36000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,International City Phase 1,343,Al Warsan First,45.0,,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT1101521019,1,New,11-10-2019,10-10-2020,50000,50000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,1518.0,MAJESTINE,Business Bay,526,Business Bay,42.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT225540054,2,Renew,07-07-2014,06-07-2015,66000,66000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,271,Al Karama,1.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,1.0,Person
CNT1911838304,2,Renew,15-07-2022,14-07-2023,35000,35000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Jumeriah Garden City,266,Al Satwa,45.0,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,1.0,Person
CNT675704264,1,New,29-04-2017,28-04-2018,3030000,3030000,39,28,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Silicon Oasis,484,Nadd Hessa,50.0,IMG World Adventures,,,2.0,Authority
CNT1360901304,2,Renew,15-06-2020,14-06-2021,72675,72675,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,326,Um Hurair Second,90.0,Dubai International Airport,Healthcare City Metro Station,Dubai Mall,2.0,Authority
CRT223036636,2,Renew,01-09-2014,31-08-2016,43000,21500,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 1,343,Al Warsan First,69.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT1870582346,1,New,10-11-2021,09-11-2022,48000,48000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,407.0,NEW DUBAI GATE1,Jumeirah Lakes Towers,350,Al Thanyah Fifth,72.0,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1.0,Person
CNT2071938894,2,Renew,01-01-2023,31-12-2023,21000,21000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,233,Hor Al Anz,1.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,City Centre Mirdif,1.0,Person
CNT550701883,1,New,01-11-2016,31-10-2017,63525,63525,1,1,0,2,Unit,842.0,Flat,422.0,Office,Residential,,,,244,Al Murqabat,177.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT412825936,1,New,15-03-2016,14-03-2017,52000,52000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,231,Al Mamzer,1.0,Dubai International Airport,Al Qiyadah Metro Station,City Centre Mirdif,1.0,Person
CNT687070625,1,New,24-08-2017,23-09-2018,58001,53539,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,239,Al Baraha,105.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT357158060,2,Renew,01-10-2015,30-09-2016,178500,178500,1,1,0,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,368,Al Barsha First,306.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CNT1454541253,1,New,31-12-2020,29-12-2021,46000,45754,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,323,Al Qusais Industrial Fifth,1030.0,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,1.0,Person
CNT516935535,2,Renew,01-11-2016,31-10-2017,105000,105000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,TECOM Site C,443,Al Thanyah First,152.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CRT253669296,1,New,06-09-2014,05-09-2015,110000,110000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,The Greens,351,Al Thanyah Third,128.0,Burj Al Arab,Dubai Internet City,Marina Mall,1.0,Person
CRT668787296,1,New,10-11-2016,09-11-2017,130000,130000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,Jumeirah Lakes Towers,350,Al Thanyah Fifth,143.0,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1.0,Person
CNT1526256682,2,Renew,15-05-2021,14-05-2022,95000,95000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,278,Mankhool,,Dubai International Airport,Burjuman Metro Station,Dubai Mall,1.0,Person
CNT1169497995,2,Renew,01-02-2020,31-01-2021,55000,55000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,21.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT1543244153,1,New,11-09-2021,10-09-2022,41000,41000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,368,Al Barsha First,77.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CRT336185646,1,New,01-05-2015,30-04-2016,41295,41295,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,362,Naif,35.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,1.0,Person
CNT2021406281,1,New,01-11-2022,31-10-2023,135000,135000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,130.0,CAYAN TOWER,Dubai Marina,330,Marsa Dubai,66.0,Burj Al Arab,Marina Towers,Marina Mall,1.0,Person
CNT1906229233,2,Renew,01-05-2022,30-04-2023,30000,30000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,361,Muhaisanah Fourth,93.0,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,1.0,Person
CRT1145374076,1,New,01-04-2019,31-03-2020,44000,44000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,69.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT478403776,1,New,21-07-2016,20-07-2017,220000,220000,1,1,1,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,The Villa,467,Wadi Al Safa 5,630.0,IMG World Adventures,,,1.0,Person
CNT924320488,1,New,05-02-2019,04-02-2020,75000,75000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,254,Al Buteen,11.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT1587512099,1,New,01-09-2021,31-08-2031,44000000,4400000,160,121,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Al Furjan,445,Jabal Ali First,68.0,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CRT1317207306,1,New,01-08-2020,31-07-2023,144000,48000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Dubai Studio City,452,Al Hebiah Second,69.0,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CNT1321128051,1,New,28-10-2020,19-12-2021,52000,52000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,105.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT327221356,1,New,01-07-2014,30-06-2015,252000,252000,10,8,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,Dubai Investment Park First,458,Dubai Investment Park First,18.0,Expo 2020 Site,UAE Exchange Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1281531369,2,Renew,01-09-2020,30-11-2020,44011,176044,2,2,1,2,Unit,7.0,Warehouse,13.0,Warehouse,Commercial,,,Dubai Investment Park First,458,Dubai Investment Park First,306.0,Expo 2020 Site,UAE Exchange Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1183846929,2,Renew,01-01-2020,31-12-2020,1599300,1599300,11,11,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,364,Al Wasl,71.0,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT1612613020,2,Renew,09-09-2021,08-10-2022,55000,55000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,271,Al Karama,83.0,Dubai International Airport,ADCB Metro Station,Dubai Mall,1.0,Person
CRT1798966316,2,Renew,01-01-2022,31-12-2022,5700000,5700000,88,68,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Dubai Investment Park Second,459,Dubai Investment Park Second,28.0,Sports City Swimming Academy,,,2.0,Authority
CRT205786986,1,New,02-04-2014,01-04-2015,100000,100000,1,1,1,4,Villa,841.0,Villa,1.0,1bed room+Hall,Residential,,,Jumeirah Village Circle,441,Al Barsha South Fourth,180.0,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2.0,Authority
CNT2000438110,2,Renew,11-03-2022,10-03-2023,490800,490800,19,9,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Dubai Investment Park First,458,Dubai Investment Park First,25.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CRT2063995327,1,New,20-01-2023,19-01-2024,80000,80000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1812.0,Park Point,DUBAI HILLS,482,Hadaeq Sheikh Mohammed Bin Rashid,113.0,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1.0,Person
CNT2065730754,1,New,22-10-2022,21-10-2023,126000,126000,6,1,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,Dubai Investment Park First,458,Dubai Investment Park First,10.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1229091780,1,New,25-03-2020,24-03-2021,34000,34000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,361,Muhaisanah Fourth,73.0,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,1.0,Person
CRT297027786,1,New,16-01-2015,15-01-2016,115000,115000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,254,Al Buteen,1.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,2.0,Authority
CNT100954571,1,New,11-03-2012,30-11-2012,60033,83123,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,362,Naif,96.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT248187173,1,New,06-10-2014,05-10-2015,600000,600000,1,1,0,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,,,,364,Al Wasl,568.0,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT753247530,1,New,25-02-2018,24-02-2019,95000,95000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,244,Al Murqabat,162.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT1096111303,2,Renew,06-06-2019,05-06-2020,165000,165000,5,2,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,347,Al Goze Third,17.0,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,2.0,Authority
